,Parent location,Green house gases emissions per capita (tonnes CO2e) (2012),Obesity rate of adult (2016),Pm2.5ug/m3 (2019),Mean BMI 18+years (2016),life expectancy at birth (2019),Daily smoking prevalence (2012),Vegetable consumption-per-capita (2019),Poultry kgpercapita(2019),Beef kgpercapit(2019),Sheep & goat Kgpercapita(2019),Pig Kgpercapita(2019),Other meat Kgpercapita(2019),Fish & seafood Kgpercapita (2019),Fruit Kgpercapita (2019),Median age (2019),Share without improved water (2019),"Alcohol consumption per capita (liters of pure alcohol, 15+ years of age) (2018) ",Lung cancer ASR Incidence (2022)
14,0.2,0.035661088232717075,0.48672566371681425,0.09161490683229816,0.732758620689655,0.7060578931662187,0.16184969006649186,0.0956870427922084,0.3892959027887885,0.09622724701410468,0.0032460696159151764,0.3977257461708104,0.0064736534109238785,0.15437033389591273,0.21981753720935024,0.2981927710843373,0.006557991380925614,0.41145244030048433,0.16497358797236897
15,0.0,0.02505914308244984,0.16592920353982302,0.4539337474120084,0.24999999999999978,0.3783945091017604,0.12716761692672734,0.15053230438624304,0.13533402951679369,0.07880278261062715,0.03106883732495977,0.012308101581308732,0.015268898371993325,0.1832397686016016,0.0965125337491266,0.09036144578313243,0.477796514896009,0.18519009455375204,0.016659894351889477
16,0.8,0.03320774555331639,0.09513274336283187,0.3605935127674259,0.2844827586206893,0.6672635034318111,0.22254333973737922,0.1325744135540622,0.052776431432510484,0.22046026539567712,0.01206467241332309,0.03459440636683984,0.0,0.08187151403606269,0.1102916973774105,0.37951807228915657,0.004496908375491849,0.027270917894342394,0.13449817147501017
17,0.2,0.5268553404012968,0.40044247787610626,0.3455831608005522,0.517241379310345,0.6383169203222918,0.6098265543452858,0.08397732147503897,0.5957832848819078,0.5413068121981298,0.12929204429640398,0.18402430561557828,0.042805665912913356,0.028172407870523802,0.25236374806238665,0.27409638554216864,0.13190931234776093,0.2926812941484414,0.13652986590816743
18,0.6000000000000001,0.059931656882502404,0.34955752212389385,0.3621463077984818,0.4482758620689655,0.7758877946881526,0.8063583637943141,0.6409419742097812,0.2907659015890772,0.3261168178452619,0.01748011682816987,0.17554946676866703,0.00611193893533416,0.07875269153336018,0.24356914405881164,0.8042168674698794,0.0011242270938729624,0.4731603757873267,0.7501015847216579
19,0.0,0.3391746254271445,0.37168141592920356,0.1314699792960663,0.3189655172413792,0.3431811399582212,0.2947976708209439,0.11093260378982076,0.04066783087047797,0.12790201575668628,0.09057777622823718,0.00826931390579536,0.25678240856932666,0.024148745528288586,0.058449603356039034,0.2620481927710844,0.05789769533445756,0.4360029252474113,0.053230394148720044
20,0.2,0.12547095417506351,0.44247787610619477,0.09903381642512078,0.517241379310345,0.7505222321695015,0.30346819055097163,0.11527089883651165,0.6740563322195852,0.9037601693637051,0.025795959856940012,0.26186754316289285,0.012172259619504149,0.09059241252731959,0.270764795617602,0.5301204819277108,0.013115982761851228,0.4910755757197747,0.27265339292970336
22,0.0,0.018049592569876458,0.07743362831858408,0.6131815044858524,0.13793103448275845,0.35660996717397775,0.2080924735206663,0.14696295508696855,0.1343854947204587,0.14644063445239489,0.16633332219713384,0.2806264116735163,0.009164755549637258,0.0998788844132168,0.1686391816553537,0.05722891566265059,0.4129660858160015,0.7969610252464082,0.02275497765136124
23,0.0,0.0007009550512573392,0.07300884955752213,0.3933747412008282,0.09482758620689635,0.39062966278722766,0.30635836379431425,0.08228893082713293,0.0011424473535653103,0.024869480173389576,0.035739056439256574,0.01511397290524424,0.0013426923332737356,0.026133210906486556,0.20925788060622416,0.027108433734939763,0.3451377178189995,0.4758144771373642,0.05729378301503455
24,1.0000000000000002,0.0703583632699553,0.03982300884955752,0.2173913043478261,0.13793103448275845,0.5780364070426738,0.46820806542149906,0.0777272748651967,0.019066217490640792,0.08816977077078784,0.0,0.10542885795411096,0.0,0.5487141291003431,0.03501755200282369,0.34337349397590355,0.3076634813565674,0.43932053611526656,0.28484355952864693
25,0.0,0.03680014019101026,0.20575221238938057,0.8828502415458939,0.3189655172413792,0.3464637421665173,0.10693641000367572,0.29078632467749377,0.04184694750221914,0.07135244044759251,0.05358377998795834,0.023341088595304097,0.06545900202839981,0.2265510938078421,0.3212778819665633,0.08734939759036142,0.413528199362938,0.37363148024275117,0.04510361641609103
26,0.2,0.2538333479365636,0.6039823008849557,0.02053140096618357,0.5431034482758619,0.9397194867203815,0.32369940325436974,0.25335347069259084,0.5839406572331114,0.6247827207865778,0.04274557766823676,0.45224044251798756,0.01056980072344278,0.2401029513928783,0.2618493960617755,0.7650602409638553,0.01461495222034851,0.5919314902999858,0.5692807801706623
27,0.0,0.9999999999999999,0.11946902654867256,0.37957211870255353,0.1982758620689653,0.07012831990450596,0.14739882384977893,0.028830443898353642,0.027311666193104548,0.45619315941582833,0.24647684488873114,0.08039981509256067,0.11840027393791329,0.07570601659718018,0.12446786474900011,0.0060240963855421326,0.6928986321903691,0.15665848922115141,0.028850060950832992
28,0.0,0.07053360203276965,0.08849557522123894,0.6202553485162181,0.1120689655172411,0.2649955237242614,0.10693641000367572,0.0,0.0,0.6543539625083099,0.6923105297673443,0.002716146461282972,0.018459184278788336,0.07432824480006248,0.004160555873690262,0.015060240963855442,0.7436762225969645,0.08964235894407939,0.024786672084518492
29,0.2,0.055901165337772715,0.5730088495575223,0.2638026224982747,0.6379310344827587,0.8949567293345266,0.7312138305656745,0.17466209906567975,0.5515328294484003,0.5691845037978803,0.016104193005598486,0.42179394642753026,0.01766417180910982,0.1694703020944539,0.1510957424093093,0.5993975903614456,0.0,0.6005573355073005,0.22998780983340106
30,1.0000000000000002,0.07561552615438535,0.09070796460176991,0.5684955141476882,0.2758620689655171,0.7961802447030735,0.6242774205619988,0.9999999999999999,0.20998662509707947,0.14708604107404713,0.14845854102143108,0.6649437132496099,0.012084555883597038,0.4694592273287146,0.2851635924127342,0.680722891566265,0.10043095371931798,0.46652512241223165,0.6891507517269403
31,0.2,0.02724962761762902,0.4469026548672567,0.15251897860593516,0.482758620689655,0.8522829006266783,0.23121385946740697,0.1310432817397597,0.5151080904180723,0.3543845117550681,0.002028438644704571,0.2075526675630278,0.0027739377058584743,0.10132149583960956,0.4104406372374522,0.4698795180722891,0.0468427955780401,0.37960319246064456,0.19544900446972777
32,0.0,0.0016647682467361789,0.1261061946902655,0.15821256038647347,0.336206896551724,0.4965681886004174,0.20520230027732367,0.01277951563097375,0.012296484419218923,0.06351759298134338,0.02567030348516395,0.0005909602097414666,0.0009916594404894637,0.17996648080202138,0.16725341281478542,0.15662650602409645,0.16732246580475924,0.04452259248928115,0.028850060950832992
33,0.2,0.01796197318846929,0.5221238938053098,0.16390614216701171,0.5775862068965518,0.8982393315428228,0.25433524541414765,0.07869185560720218,0.546434056386246,0.29795427017096426,0.0004015218061481042,0.23723439881935826,0.0,0.20635301013049717,0.23815931070915014,0.5301204819277108,0.0,0.321876440638243,0.09183258837870786
34,0.0,0.008499079996495226,0.18141592920353983,0.607487922705314,0.2758620689655171,0.3631751715905698,0.2023121270339811,0.08154011438154893,0.03474075065245606,0.02528456810858271,0.025458909163153437,0.02017139170462626,0.13418535850896135,0.26964375521730827,0.19575765926111607,0.08734939759036142,0.3777403035413154,0.178554841178657,0.03494514425030476
35,0.2,0.03522299132568124,0.4977876106194691,0.14009661835748793,0.4310344827586208,0.8060280513279618,0.3843930413645641,0.2981566492911771,0.41053137553463553,0.18345246090417736,0.04253153209486392,0.407863224749411,0.06370219631998947,0.06676558813984249,0.4315208709176927,0.7981927710843372,0.03185310099306727,0.3855749363179219,0.5611540024380334
36,0.6000000000000001,0.052221151318671694,0.43584070796460184,0.16080055210489996,0.5344827586206897,0.9665771411518946,0.8179190278659522,0.19003077288409023,0.4283443291798218,0.1645705718317959,0.20119632712502347,0.7169440595665062,0.013936867893865374,0.28898243250684846,0.17635939068402862,0.6686746987951807,0.00430953719317969,0.7160109024308721,0.5225518082080456
38,0.0,0.09673179707351266,0.1017699115044248,0.45514147688060735,0.1206896551724137,0.34616532378394504,0.13583814243710157,0.0004527771993708199,0.017043914697418852,0.0,0.01054196471841688,0.012550878112567054,0.02892175848855153,0.04428466544175316,0.16625212457280997,0.03614457831325302,0.7759040659546561,0.13144449475640738,0.026818366517675746
39,0.6000000000000001,0.07894506264785771,0.3893805309734514,0.07694962042788132,0.4051724137931034,0.9122649955237239,0.4450867083764908,0.23879066416778458,0.3568093685859559,0.5905011883056203,0.02940350201385899,0.4219855267664579,0.021344339754179535,0.3054148128920058,0.1568703602764538,0.8042168674698794,0.0,0.6795169614087718,0.7297846403900853
40,0.4000000000000001,0.022342942258827655,0.25221238938053103,0.25500345065562463,0.2931034482758619,0.4494180841539839,0.5260115302883508,0.16943543279232953,0.039362936136450075,0.13303880393623468,0.16901996402387395,0.0021579351543585972,0.01525048020488373,0.03356225479774704,0.06391843941648273,0.2650602409638554,0.17331834363874837,0.027270917894342394,0.04307192198293377
41,0.2,0.023657232979935165,0.5641592920353984,0.0412353347135956,0.5086206896551724,0.6592062071023572,0.22543351298072178,0.25305419171974375,0.5002605470831967,0.1488853102412841,0.008382152220737486,0.19679865994112614,0.002046927216505119,0.0948758951873408,1.0,0.3644578313253012,0.05452501405283868,0.4419746374653047,0.25639983746444533
42,0.2,0.024796284938228337,0.39380530973451333,0.19582470669427193,0.5775862068965518,0.8266189197254548,0.08959537343379344,0.03905757849616846,0.2624130267269431,0.3174668252330572,0.012154805657005972,0.2553430258603792,0.001385165177896706,0.09366979838118333,0.14897372414687582,0.37650602409638545,0.0927487352445194,0.27742019556603087,0.10402275497765137
43,0.4000000000000001,0.024358188031192503,0.6615044247787611,1.0000000000000002,0.7758620689655171,0.6287675320799755,0.4364161597447306,0.35721756639569857,0.22136275309584183,0.19593267495538166,0.020759330524045008,0.00017405143377246043,0.02168594791888632,0.3032177668275891,0.23698567438396773,0.2801204819277108,0.007120104927862095,0.022626236576852938,0.14465664364079645
44,0.2,0.012529571541224919,0.4977876106194691,0.2924430641821946,0.6120689655172413,0.7245598328857055,0.1705202155768662,0.20841337380225003,0.35931656870879297,0.20863838183238803,0.0008312504191242142,0.08449017618798856,0.0,0.07476316962354584,0.19879121852801493,0.3343373493975903,0.03766160764474424,0.2568509101032367,0.08370581064607885
45,0.6000000000000001,0.14912818715499868,0.422566371681416,0.01984126984126984,0.4999999999999998,0.8394509101760663,0.6647398170670625,0.20266977112125487,0.3082835503765827,0.18763660255600187,0.015353485620995871,0.6847014474405511,0.0029928871646545605,0.16727953839469584,0.19924912734393502,0.8072289156626505,0.007682218474798576,0.6111737409074525,0.5245835026412028
46,0.0,0.012354332778410585,0.05309734513274337,0.2864044168391995,0.0,0.5356609967173975,0.011560692973370354,0.01847836751554662,0.0006648134481377138,0.0802867040325428,0.09056746648037665,0.00035968752664398713,0.025350061098129116,0.001963148353803279,0.007635215336226908,0.11144578313253017,0.48941352819936296,0.1553314227264407,0.061357171881349044
47,1.0000000000000002,0.017436256900026287,0.6216814159292036,0.037267080745341616,0.6120689655172413,0.5150701283199046,0.31791905676768456,0.15498602739540757,0.5420245840185376,0.06958388420811353,0.22651958362693933,0.06902167893962571,0.0,0.33497482715612886,0.09803639931172645,0.35843373493975905,0.10755105864718008,0.21902991840611957,0.11418122714343765
49,0.6000000000000001,0.061421186366424255,0.4314159292035399,0.09075224292615601,0.3793103448275861,0.9468815279021188,0.6936415495004884,0.2423837766319614,0.3146814358378671,0.5257008933619972,0.10348889309709598,0.580959412069935,0.028202150619114342,0.3903597554782388,0.24139608646070781,0.8072289156626505,0.0,0.8168668170110791,0.6911824461600975
51,0.0,0.012003855252781914,0.18141592920353983,0.5848861283643894,0.2931034482758619,0.4392718591465232,0.25433524541414765,0.01831524476603993,0.14554808210588616,0.0747702609945463,0.02422268990664764,0.008225108692817793,0.012939493424121129,0.2799194065161971,0.0,0.06325301204819278,0.20048716507401163,0.2342910169885301,0.08573750507923608
52,0.6000000000000001,0.02830106019451503,0.43362831858407086,0.2391304347826087,0.6034482758620692,0.6723366159355413,0.5606936381101943,0.16105269093162194,0.27314204043949963,0.1732193549058227,0.03343842103683625,0.19001674890472153,0.022961624585678814,0.11986340285465771,0.108177925632315,0.6566265060240964,0.05208918868278059,0.5461482261921388,0.3925233644859813
53,0.6000000000000001,0.09848418470165601,0.4469026548672567,0.09541062801932369,0.517241379310345,0.9242017308266188,0.5491328873333591,0.2202576683795977,0.24494652044533918,0.34748407186584757,0.034125576854458314,0.8554705434333248,0.018055890303518802,0.14432287542825248,0.2117544871857227,0.9216867469879516,0.0,0.8553513182260167,0.6302316131653799
55,0.6000000000000001,0.0746517129589065,0.5044247787610621,0.16252587991718426,0.5603448275862071,0.9056997911071316,0.9306357843563129,0.37380950708476424,0.36489586974223737,0.3591147402269422,0.3381193644730052,0.5234581536680145,0.046339060300587764,0.2465100022366355,0.3889374598568289,0.8885542168674697,0.0,0.6742087587086928,0.6911824461600975
56,0.2,0.01288004906685359,0.422566371681416,0.26828847481021395,0.517241379310345,0.6347358997314232,0.08670520308062411,0.15785776857260927,0.36459247831094005,0.29483566527680416,0.0054040539433187935,0.07358870371124554,0.003316102743679578,0.03213255855347615,0.1867029773251857,0.21084337349397586,0.10005621135469366,0.16130316658371804,0.05119869971556278
59,0.2,0.06624025234381846,0.40044247787610626,0.10196687370600414,0.4999999999999998,0.44583706356311525,0.3468207892011105,0.6946205759097537,0.7080471140357829,0.08973362004888435,0.043203809356785784,0.08793254086729822,0.0011292475368196258,0.2838203447401591,0.8635300775278485,0.3192771084337349,0.06070826306913997,0.4559086853726958,0.06542056074766356
60,0.2,0.0023657232979935163,0.4557522123893806,0.0774672187715666,0.4051724137931034,0.3968964488212472,0.10982658035684507,0.030919840293670033,0.1354260686369355,0.098334547695733,0.021633652958436545,0.06615993160387793,0.008605563974380408,0.05548485929471034,0.24269452951967957,0.24698795180722888,0.4461307850852539,0.17988189185367573,0.12637139374238116
61,0.2,0.015946727416104443,0.42699115044247793,0.2368875086266391,0.5344827586206897,0.6323485526708441,0.23121385946740697,0.049310746420582696,0.32215615436829637,0.1478237216915745,0.001187470408515973,0.08888761335505774,0.0011277041470536626,0.025799404024015822,0.13466430886387828,0.2499999999999999,0.08169383548810194,0.24822506489592122,0.09995936611133685
62,0.6000000000000001,0.05046876369052834,0.5376106194690267,0.1559696342305038,0.5775862068965518,0.7666368248284092,0.6734103656988227,0.2208432310533862,0.3891056364357194,0.11203125722780496,0.006413704255600208,0.9411946878152414,0.0038829470837333604,0.06927959591044752,0.1995895026420012,0.8343373493975902,0.0,0.7518413022957668,1.0
63,0.6000000000000001,0.14553579251730484,0.4380530973451328,0.010179434092477568,0.482758620689655,0.9424052521635331,0.3208092300110272,0.1762589131555151,0.42059463816229264,0.3387047668386849,0.7726855910332938,0.3825277229312473,0.05803952833009463,1.0,0.22731110563294482,0.6355421686746988,0.0,0.6038749780145404,0.5672490857375051
64,0.8,0.01568386927188294,0.03982300884955752,0.7758799171842652,0.10344827586206895,0.5980304386750221,0.2687861116308606,0.21823766834061187,0.0390794843407067,0.018144828957773,0.023575250683804443,0.004703657701200009,0.0,0.08896165834439693,0.16795457914518586,0.37650602409638545,0.094622447067641,0.36633268571045446,0.09183258837870786
65,0.8,0.022342942258827655,0.10619469026548675,0.24396135265700486,0.2155172413793105,0.6135481945687853,0.7774566313608883,0.10483419809871096,0.20625138167370718,0.06421275046500143,0.021925448348648575,0.016176903182746033,0.0002313546997715233,0.5240504210711956,0.1793815829703049,0.43975903614457823,0.1405283867341203,0.03656028052932124,0.2421779764323446
66,0.4000000000000001,0.03644966266538158,0.6261061946902655,0.5881642512077295,0.7068965517241377,0.6466726350343182,0.3815028681212215,0.21721426126487722,0.08235038325837418,0.06224376735757042,0.056105821775886223,0.00014854903621648496,0.0009347714151927039,0.03062169790848148,0.1536931653177234,0.1506024096385542,0.024170882518268693,0.024616812589381448,0.22592442096708656
67,0.6000000000000001,0.11372995706650312,0.5132743362831859,0.05175983436853,0.5948275862068966,0.927782751417487,0.6069363522002108,0.19589287051868576,0.3701745618213278,0.4702180495982802,0.1452040824498323,0.5642776025846609,0.023442290396035993,0.2623621663947495,0.18652368340924239,0.6777108433734939,0.04871650740116171,0.8533607580331796,0.6850873628606259
68,0.6000000000000001,0.08788223955138875,0.5309734513274337,0.24620427881297446,0.5775862068965518,0.9510593852581319,0.46531789217815644,0.3725249538700603,0.9999999999999999,0.6656450259834293,0.07125377373577778,0.02591683149925038,0.0002280927450748031,0.2869147726802423,0.2955017639588153,0.43975903614457823,0.0,0.27808373672323256,0.3986184477854531
69,0.6000000000000001,0.06588977481818978,0.39380530973451333,0.15562456866804697,0.4310344827586208,0.9615040286481644,0.5491328873333591,0.25000010227760294,0.2774028531796825,0.41059344718718493,0.036082616956182235,0.6694206538767716,0.0278026332461675,0.3417594293625413,0.33401975404917184,0.9518072289156626,0.0014989694584972833,0.5189436715345576,0.49613978057700125
70,0.2,0.0425830193638833,0.5000000000000001,0.16614906832298137,0.6206896551724139,0.7529095792300806,0.3294797497410549,0.2560998743440098,0.8298048269807143,0.1026352032752099,0.04153206088907156,0.05909709588964035,0.0009659196843648203,0.3059756545877419,0.32223587599251424,0.463855421686747,0.06782836799700206,0.2787472462410503,0.2706216984965461
71,1.0000000000000002,0.096381319547884,0.048672566371681415,0.09730848861283646,0.18103448275862055,1.0,0.5202311548999332,0.24437962043917857,0.2750482835108422,0.2321430274843945,0.006118476597034142,0.4014852402199903,0.002556632464528124,0.5400796400810502,0.08144712577278292,0.9999999999999999,0.01723814877271876,0.5269059755846713,0.6342950020316945
72,0.4000000000000001,0.024621046175414003,0.7389380530973452,0.3566252587991719,0.7241379310344824,0.8093106535362575,0.6502889508503495,0.2432307688806908,0.3107132179387587,0.1477012682431134,0.17872604358794755,0.0001729019883629319,0.0013056200737602446,0.052958065271108884,0.08712602092168525,0.2499999999999999,0.016863406408094438,0.04452259248928115,0.29906542056074764
73,0.6000000000000001,0.18610356610882325,0.418141592920354,0.3674948240165632,0.4999999999999998,0.6923306475678901,0.6098265543452858,0.6082777967509044,0.28111831493103556,0.6302670176432438,0.3708817127722851,0.13712276875377777,0.14384958636674908,0.027979479499273548,0.13107930356687564,0.4518072289156625,0.049278620948098185,0.3145776777453302,0.4250304754164974
74,0.0,0.005695259791465873,0.11061946902654868,0.12629399585921325,0.23275862068965503,0.45777379886601,0.17919074108724042,0.13498672373876347,0.018392959514821353,0.15118667050655374,0.07679098602040253,0.005857497445839642,0.04970067424808002,0.03118860513352882,0.16301196586152883,0.12951807228915657,0.5555555555555556,0.1831995185412236,0.047135310849248276
75,0.6000000000000001,0.016384824323140278,0.3207964601769912,0.5586611456176674,0.517241379310345,0.6991942703670544,0.42774564001470294,0.4771774026628665,0.0784010586675525,0.37526224699112093,0.359885794364657,0.04180282262920155,0.03671033531628578,0.008712941571675176,0.07381397413046925,0.27710843373493976,0.1386546749109987,0.41410657328990574,0.2950020316944332
76,1.0000000000000002,0.21571891702444582,0.07079646017699115,0.2751897860593513,0.1982758620689653,0.5299910474485228,0.6936415495004884,0.5124165959237666,0.07711104728675804,0.18888720603012288,0.014474625926835816,0.23974450046131637,0.0004582035421566029,0.2812123663904235,0.35159617641517005,0.2650602409638554,0.21172943601274127,0.7100391585735941,0.38845997561966683
77,0.6000000000000001,0.05484973276088671,0.4756637168141593,0.1176673567977916,0.5258620689655171,0.7350044762757384,0.7456646967823874,0.21994436467400474,0.34174563258940877,0.14183840068721987,0.017705236987896944,0.7469489979516908,0.008942053779351752,0.28412079648579125,0.134662577567141,0.8674698795180723,0.011054899756417463,0.8460619951402635,0.518488419341731
78,0.0,0.009375273810566897,0.3207964601769912,0.21394064872325746,0.3706896551724135,0.0,0.3872832435096391,0.04211373488176258,0.014016946432356757,0.028559373058050497,0.013903567819899664,0.05927635224002867,0.060297305971438134,0.02954349645061101,0.030882156560269106,0.21987951807228912,0.3308975079632753,0.30329773118797726,0.06745225518082082
79,0.0,0.000788574432664506,0.17256637168141595,0.5279503105590062,0.3017241379310345,0.39779170396896424,0.08670520308062411,0.048488750015839646,0.14698310111321802,0.005303941438916973,0.01802585922587343,0.08759687240976496,0.04131289280455278,0.04670796219593584,0.09530164947420827,0.0993975903614458,0.3027918306164512,0.4048171869253893,0.03900853311661926
80,0.4000000000000001,0.11092613686147376,0.6725663716814161,0.42512077294686,0.6465517241379308,0.7469412115786329,0.34971096244445304,0.531923167535171,0.4437669467337918,0.053516438054305865,0.24328100910469244,0.0009446429507957526,0.01616859073573431,0.17049106914318235,0.20665640817409583,0.34337349397590355,0.0020610830054337646,0.0,0.31938236489232025
81,0.6000000000000001,0.08113554718303688,0.5353982300884956,0.08919944789510008,0.4999999999999998,0.7532079976126527,0.6502889508503495,0.23355664460271822,0.4153561180940719,0.12694410085433774,0.017629356192041035,0.8545722107352963,0.015402692926947233,0.365734222191056,0.10456616044553847,0.8704819277108432,0.03747423646243208,0.8759206511478868,0.4595692807801707
82,0.6000000000000001,0.2029264873389994,0.45353982300884965,0.06366459627329195,0.4913793103448276,0.9447925992241117,0.6358380846336367,0.22630279612981868,0.26413597412964235,0.6328186023482789,0.04780101046045057,0.5786931166440428,0.022201661207221227,0.3706877846785638,0.23560021228081113,0.7259036144578311,0.0022484541877459247,0.8573418784188539,0.5713124746038196
83,0.0,0.04109348987996145,0.07079646017699115,0.18668046928916493,0.06034482758620685,0.4356908385556546,0.29768784406428644,0.022654751100420773,0.03826249548948894,0.03261700734178906,0.006735058166149453,0.029237351668986677,0.0067723170417434055,0.04235893431269842,0.10461107977996548,0.12650602409638556,0.8394228967584786,0.12945391874387827,0.03291344981714751
84,0.0,0.006571453605537547,0.08185840707964603,0.23067632850241548,0.1982758620689653,0.4437481348851089,0.18497108179357913,0.19721745237956811,0.07410928507454789,0.06449183664909401,0.1094212854188779,0.2621665418031156,0.0,0.11621864680297797,0.4443797751204629,0.06024096385542166,0.1727562300918119,0.2395992355082977,0.020723283218203985
85,1.0000000000000002,0.07868220450363621,0.29867256637168144,0.2815734989648033,0.4396551724137929,0.7153088630259621,0.4566473724481288,0.15064007957748338,0.6483249129397746,0.12960229946620716,0.04372621710233878,0.13893587651136416,0.00044892368331814816,0.6282850713209545,0.10452194011848241,0.43975903614457823,0.0477796514896009,0.05513900975420194,0.2950020316944332
86,0.0,0.03723823709804609,0.14380530973451328,0.5753968253968255,0.2068965517241379,0.3595941509997014,0.2023121270339811,0.3014196925446481,0.02691859784865375,0.09509047779972155,0.09973735826321235,0.001225163958490023,0.04075055079579674,0.09410276582612564,0.1662678212699748,0.015060240963855442,0.28367997002061085,0.08367062299664807,0.0593254774481918
